#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 434000      5.80e-02      3.38e-04      5.33e-02    3.4e-06
 435000      4.88e-02      5.82e-04      4.39e-02    3.4e-06
 436000      5.15e-02      2.90e-04      4.75e-02    3.3e-06
 437000      4.97e-02      2.19e-04      4.59e-02    3.3e-06
 438000      5.66e-02      5.26e-04      5.17e-02    3.2e-06
 439000      2.60e-02      1.19e-03      2.29e-02    3.2e-06
 440000      4.55e-02      5.56e-05      4.23e-02    3.1e-06
 441000      4.87e-02      4.21e-04      4.47e-02    3.1e-06
 442000      7.31e-02      1.57e-04      6.81e-02    3.0e-06
 443000      4.37e-02      3.15e-04      4.04e-02    3.0e-06
 444000      5.11e-02      6.09e-04      4.64e-02    3.0e-06
 445000      6.12e-02      9.92e-04      5.42e-02    3.0e-06
 446000      4.23e-02      7.58e-06      3.96e-02    2.9e-06
 447000      5.44e-02      3.55e-04      5.05e-02    2.9e-06
 448000      4.88e-02      3.32e-05      4.57e-02    2.8e-06
 449000      6.01e-02      2.80e-04      5.61e-02    2.8e-06
 450000      4.82e-02      2.93e-04      4.50e-02    2.7e-06
 451000      4.62e-02      5.90e-04      4.20e-02    2.7e-06
 452000      4.27e-02      5.49e-04      3.89e-02    2.6e-06
 453000      5.26e-02      2.17e-04      4.93e-02    2.6e-06
 454000      5.42e-02      5.05e-04      5.02e-02    2.6e-06
 455000      4.50e-02      1.59e-04      4.23e-02    2.6e-06
 456000      5.10e-02      5.25e-04      4.72e-02    2.5e-06
 457000      4.23e-02      2.02e-04      3.98e-02    2.5e-06
 458000      4.62e-02      6.68e-05      4.36e-02    2.4e-06
 459000      4.58e-02      6.02e-05      4.33e-02    2.4e-06
 460000      4.13e-02      2.53e-05      3.91e-02    2.3e-06
 461000      2.14e-02      3.57e-04      2.01e-02    2.3e-06
 462000      5.18e-02      1.36e-04      4.91e-02    2.3e-06
 463000      4.77e-02      1.84e-04      4.50e-02    2.3e-06
 464000      4.60e-02      5.41e-04      4.25e-02    2.2e-06
 465000      4.07e-02      5.15e-04      3.83e-02    2.2e-06
 466000      4.67e-02      3.77e-04      4.39e-02    2.1e-06
 467000      4.89e-02      2.97e-04      4.61e-02    2.1e-06
 468000      4.23e-02      8.54e-05      4.02e-02    2.1e-06
 469000      4.27e-02      2.63e-04      4.04e-02    2.1e-06
 470000      4.81e-02      1.36e-04      4.58e-02    2.0e-06
 471000      4.54e-02      3.52e-04      4.27e-02    2.0e-06
 472000      4.83e-02      3.54e-04      4.57e-02    2.0e-06
 473000      5.34e-02      3.10e-04      5.06e-02    2.0e-06
 474000      4.49e-02      1.37e-04      4.28e-02    1.9e-06
 475000      5.76e-02      3.09e-04      5.48e-02    1.9e-06
 476000      6.06e-02      7.96e-04      5.61e-02    1.9e-06
 477000      4.52e-02      4.34e-04      4.25e-02    1.9e-06
 478000      5.09e-02      1.84e-04      4.87e-02    1.8e-06
 479000      3.91e-02      4.50e-04      3.65e-02    1.8e-06
 480000      5.17e-02      9.76e-05      4.96e-02    1.7e-06
 481000      8.04e-02      4.04e-05      7.72e-02    1.7e-06
 482000      6.58e-02      1.46e-04      6.31e-02    1.7e-06
 483000      5.20e-02      6.88e-04      4.83e-02    1.7e-06
 484000      4.87e-02      4.77e-04      4.59e-02    1.6e-06
 485000      5.00e-02      3.34e-04      4.77e-02    1.6e-06
 486000      5.34e-02      4.69e-04      5.06e-02    1.6e-06
 487000      4.55e-02      2.70e-05      4.38e-02    1.6e-06
 488000      4.95e-02      5.95e-04      4.63e-02    1.6e-06
 489000      3.91e-02      1.76e-04      3.76e-02    1.6e-06
 490000      4.41e-02      2.84e-04      4.22e-02    1.5e-06
 491000      3.91e-02      3.62e-04      3.71e-02    1.5e-06
 492000      4.45e-02      5.33e-04      4.18e-02    1.5e-06
 493000      6.01e-02      2.86e-04      5.78e-02    1.5e-06
 494000      4.91e-02      2.34e-04      4.73e-02    1.4e-06
 495000      4.23e-02      1.93e-04      4.08e-02    1.4e-06
 496000      5.34e-02      6.43e-04      5.02e-02    1.4e-06
 497000      4.85e-02      3.60e-04      4.64e-02    1.4e-06
 498000      4.28e-02      5.36e-04      4.02e-02    1.3e-06
 499000      5.05e-02      2.19e-05      4.89e-02    1.3e-06
 500000      4.83e-02      1.18e-05      4.69e-02    1.3e-06
 501000      5.09e-02      1.39e-04      4.92e-02    1.3e-06
 502000      5.09e-02      2.61e-04      4.91e-02    1.3e-06
 503000      2.27e-02      2.30e-03      1.91e-02    1.3e-06
 504000      3.65e-02      8.79e-05      3.54e-02    1.2e-06
 505000      8.62e-02      6.31e-04      8.28e-02    1.2e-06
 506000      4.86e-02      5.11e-04      4.62e-02    1.2e-06
 507000      2.50e-02      1.30e-03      2.26e-02    1.2e-06
 508000      5.55e-02      4.27e-04      5.34e-02    1.2e-06
 509000      5.65e-02      3.38e-04      5.45e-02    1.2e-06
 510000      4.53e-02      4.08e-04      4.34e-02    1.1e-06
 511000      7.32e-02      6.96e-04      7.00e-02    1.1e-06
 512000      4.93e-02      1.73e-04      4.79e-02    1.1e-06
 513000      5.79e-02      5.97e-04      5.53e-02    1.1e-06
 514000      5.76e-02      1.94e-04      5.61e-02    1.1e-06
 515000      4.40e-02      8.22e-05      4.29e-02    1.1e-06
 516000      4.96e-02      1.57e-04      4.83e-02    1.0e-06
 517000      5.68e-02      4.75e-04      5.47e-02    1.0e-06
 518000      5.36e-02      2.13e-04      5.21e-02    1.0e-06
 519000      4.62e-02      1.90e-04      4.49e-02    1.0e-06
 520000      4.13e-02      1.23e-04      4.02e-02    9.7e-07
 521000      4.84e-02      1.19e-04      4.73e-02    9.7e-07
 522000      4.36e-02      3.43e-04      4.21e-02    9.4e-07
 523000      6.51e-02      3.71e-06      6.36e-02    9.4e-07
 524000      5.68e-02      3.27e-04      5.52e-02    9.2e-07
 525000      4.93e-02      4.48e-04      4.74e-02    9.2e-07
 526000      6.26e-02      8.38e-05      6.13e-02    8.9e-07
 527000      4.42e-02      3.50e-04      4.28e-02    8.9e-07
 528000      6.29e-02      5.76e-05      6.16e-02    8.6e-07
 529000      4.19e-02      4.19e-04      4.02e-02    8.6e-07
 530000      5.89e-02      4.85e-04      5.69e-02    8.4e-07
 531000      5.93e-02      4.05e-05      5.81e-02    8.4e-07
 532000      5.96e-02      4.23e-04      5.78e-02    8.1e-07
 533000      4.35e-02      1.95e-04      4.25e-02    8.1e-07
 534000      4.99e-02      3.45e-05      4.89e-02    7.9e-07
 535000      4.58e-02      8.05e-05      4.49e-02    7.9e-07
 536000      4.25e-02      5.85e-05      4.17e-02    7.7e-07
 537000      4.80e-02      2.53e-04      4.68e-02    7.7e-07
 538000      5.60e-02      4.05e-04      5.45e-02    7.5e-07
 539000      4.40e-02      3.41e-04      4.28e-02    7.5e-07
 540000      4.45e-02      2.55e-05      4.37e-02    7.2e-07
 541000      5.83e-02      6.57e-04      5.59e-02    7.2e-07
 542000      5.90e-02      1.14e-04      5.80e-02    7.0e-07
 543000      4.62e-02      5.04e-04      4.44e-02    7.0e-07
 544000      5.31e-02      6.68e-04      5.06e-02    6.8e-07
 545000      4.54e-02      3.96e-04      4.40e-02    6.8e-07
 546000      4.48e-02      4.00e-04      4.34e-02    6.6e-07
 547000      5.53e-02      8.90e-04      5.17e-02    6.6e-07
 548000      5.05e-02      2.20e-04      4.96e-02    6.4e-07
 549000      4.25e-02      2.66e-04      4.15e-02    6.4e-07
 550000      7.14e-02      7.25e-04      6.89e-02    6.2e-07
 551000      6.12e-02      6.78e-04      5.89e-02    6.2e-07
 552000      4.16e-02      2.13e-04      4.07e-02    6.1e-07
 553000      4.16e-02      3.20e-04      4.06e-02    6.1e-07
 554000      4.54e-02      2.88e-04      4.44e-02    5.9e-07
 555000      4.89e-02      9.32e-05      4.81e-02    5.9e-07
 556000      4.31e-02      2.51e-04      4.22e-02    5.7e-07
 557000      4.91e-02      3.94e-04      4.78e-02    5.7e-07
 558000      4.47e-02      2.72e-04      4.38e-02    5.6e-07
 559000      4.22e-02      3.67e-04      4.10e-02    5.6e-07
 560000      3.59e-02      9.36e-05      3.54e-02    5.4e-07
 561000      4.06e-02      6.35e-04      3.82e-02    5.4e-07
 562000      4.48e-02      4.16e-04      4.35e-02    5.2e-07
 563000      4.45e-02      1.75e-04      4.38e-02    5.2e-07
 564000      4.35e-02      4.67e-04      4.20e-02    5.1e-07
 565000      5.43e-02      4.15e-04      5.30e-02    5.1e-07
 566000      5.09e-02      5.95e-04      4.89e-02    4.9e-07
 567000      7.20e-02      5.79e-04      7.03e-02    4.9e-07
 568000      4.81e-02      5.49e-04      4.63e-02    4.8e-07
 569000      4.62e-02      1.01e-03      4.13e-02    4.8e-07
 570000      4.52e-02      4.44e-04      4.38e-02    4.7e-07
 571000      7.14e-02      2.40e-04      7.04e-02    4.7e-07
 572000      4.07e-02      1.24e-04      4.02e-02    4.5e-07
 573000      5.13e-02      1.70e-04      5.07e-02    4.5e-07
 574000      7.89e-02      9.20e-05      7.80e-02    4.4e-07
 575000      4.65e-02      7.53e-05      4.59e-02    4.4e-07
 576000      2.72e-02      3.23e-04      2.68e-02    4.3e-07
 577000      4.46e-02      4.91e-04      4.31e-02    4.3e-07
 578000      4.98e-02      3.06e-04      4.89e-02    4.1e-07
 579000      3.97e-02      2.63e-04      3.89e-02    4.1e-07
 580000      4.27e-02      1.54e-04      4.21e-02    4.0e-07
 581000      5.35e-02      4.84e-04      5.21e-02    4.0e-07
 582000      4.03e-02      2.11e-04      3.97e-02    3.9e-07
 583000      4.82e-02      2.89e-04      4.74e-02    3.9e-07
 584000      4.58e-02      9.89e-05      4.53e-02    3.8e-07
 585000      4.50e-02      6.80e-04      4.26e-02    3.8e-07
 586000      6.04e-02      8.84e-04      5.73e-02    3.7e-07
 587000      4.40e-02      1.11e-05      4.36e-02    3.7e-07
 588000      7.07e-02      4.14e-04      6.96e-02    3.6e-07
 589000      4.75e-02      3.71e-04      4.65e-02    3.6e-07
 590000      3.95e-02      5.24e-04      3.78e-02    3.5e-07
 591000      4.48e-02      4.54e-04      4.36e-02    3.5e-07
 592000      5.43e-02      6.71e-05      5.38e-02    3.4e-07
 593000      4.93e-02      2.68e-04      4.86e-02    3.4e-07
 594000      4.19e-02      6.26e-04      3.98e-02    3.3e-07
 595000      5.12e-02      7.07e-05      5.08e-02    3.3e-07
 596000      4.09e-02      4.58e-04      3.95e-02    3.2e-07
 597000      6.34e-02      7.99e-05      6.29e-02    3.2e-07
 598000      8.72e-02      8.16e-04      8.51e-02    3.1e-07
 599000      4.35e-02      1.57e-04      4.31e-02    3.1e-07
 600000      4.75e-02      5.64e-04      4.58e-02    3.0e-07
